Actual,Predicted,Id,Labels
0,0,0,0
7,14,1,7
1,1,2,1
17,19,3,17
18,123,4,18
19,19,5,19
22,21,6,22
31,24,7,31
29,29,8,29
20,123,9,20
1,1,10,1
37,37,11,37
27,27,12,27
27,110,13,27
41,41,14,41
19,19,15,19
8,8,16,8
5,5,17,5
64,64,18,64
52,110,19,52
52,62,20,52
49,49,21,49
49,49,22,49
22,99,23,22
53,53,24,53
63,106,25,63
63,63,26,63
63,63,27,63
63,63,28,63
84,84,29,84
80,80,30,80
9,9,31,9
26,26,32,26
30,30,33,30
51,51,34,51
99,99,35,99
94,94,36,94
3,3,37,3
102,100,38,102
104,104,39,104
63,63,40,63
116,116,41,116
96,47,42,96
98,54,43,98
28,95,44,28
34,34,45,34
6,17,46,6
63,63,47,63
126,3,48,126
26,26,49,26
102,102,50,102
119,119,51,119
29,27,52,29
2,3,53,2
130,130,54,130
130,130,55,130
40,40,56,40
88,88,57,88
65,65,58,65
41,41,59,41
0,57,60,0
20,171,61,20
133,133,62,133
112,112,63,112
75,27,64,75
24,24,65,24
137,137,66,137
5,5,67,5
71,78,68,71
127,46,69,127
83,83,70,83
119,119,71,119
115,115,72,115
64,22,73,64
120,120,74,120
138,138,75,138
10,46,76,10
63,63,77,63
35,35,78,35
67,60,79,67
37,37,80,37
120,120,81,120
144,144,82,144
5,5,83,5
49,49,84,49
88,88,85,88
41,41,86,41
67,60,87,67
8,88,88,8
48,32,89,48
65,3,90,65
136,136,91,136
63,63,92,63
35,35,93,35
150,49,94,150
0,0,95,0
51,0,96,51
114,33,97,114
151,165,98,151
154,50,99,154
71,6,100,71
77,77,101,77
106,88,102,106
88,88,103,88
26,145,104,26
63,63,105,63
63,63,106,63
11,11,107,11
11,11,108,11
34,34,109,34
106,106,110,106
17,17,111,17
75,121,112,75
133,19,113,133
60,148,114,60
73,40,115,73
80,140,116,80
138,138,117,138
107,107,118,107
107,88,119,107
154,48,120,154
9,9,121,9
88,88,122,88
88,106,123,88
66,37,124,66
49,49,125,49
3,3,126,3
106,106,127,106
152,152,128,152
32,78,129,32
123,9,130,123
7,148,131,7
142,57,132,142
142,109,133,142
42,131,134,42
36,36,135,36
54,54,136,54
123,123,137,123
57,42,138,57
51,42,139,51
90,90,140,90
122,122,141,122
16,85,142,16
21,0,143,21
50,48,144,50
78,78,145,78
36,36,146,36
134,44,147,134
48,50,148,48
139,132,149,139
54,3,150,54
93,93,151,93
3,3,152,3
114,114,153,114
92,77,154,92
49,24,155,49
63,63,156,63
103,103,157,103
143,143,158,143
85,49,159,85
131,131,160,131
171,171,161,171
60,60,162,60
40,40,163,40
146,146,164,146
39,39,165,39
61,130,166,61
174,110,167,174
170,170,168,170
70,54,169,70
5,5,170,5
94,94,171,94
169,169,172,169
85,85,173,85
177,177,174,177
14,14,175,14
89,89,176,89
57,62,177,57
146,62,178,146
157,157,179,157
171,171,180,171
50,50,181,50
141,42,182,141
132,139,183,132
3,3,184,3
169,169,185,169
34,34,186,34
62,62,187,62
23,23,188,23
106,106,189,106
78,1,190,78
78,78,191,78
97,103,192,97
58,58,193,58
106,106,194,106
62,62,195,62
14,14,196,14
49,14,197,49
49,49,198,49
68,68,199,68
63,106,200,63
109,80,201,109
113,11,202,113
55,55,203,55
121,121,204,121
3,3,205,3
120,120,206,120
127,127,207,127
62,116,208,62
47,47,209,47
100,100,210,100
106,106,211,106
155,39,212,155
106,1,213,106
96,72,214,96
179,179,215,179
49,49,216,49
103,103,217,103
87,87,218,87
63,63,219,63
14,14,220,14
24,0,221,24
106,106,222,106
48,50,223,48
85,166,224,85
164,167,225,164
36,36,226,36
33,103,227,33
135,135,228,135
59,3,229,59
126,138,230,126
117,41,231,117
32,0,232,32
63,63,233,63
63,106,234,63
178,178,235,178
182,182,236,182
178,0,237,178
163,60,238,163
171,123,239,171
54,54,240,54
63,63,241,63
58,58,242,58
178,178,243,178
85,85,244,85
175,123,245,175
9,9,246,9
88,88,247,88
49,49,248,49
105,121,249,105
57,57,250,57
106,106,251,106
69,69,252,69
166,3,253,166
45,54,254,45
110,44,255,110
56,121,256,56
77,26,257,77
72,72,258,72
39,106,259,39
166,17,260,166
12,82,261,12
44,44,262,44
3,88,263,3
145,53,264,145
63,63,265,63
57,60,266,57
95,57,267,95
156,175,268,156
33,33,269,33
187,110,270,187
187,110,271,187
188,46,272,188
34,34,273,34
35,35,274,35
87,167,275,87
175,33,276,175
47,47,277,47
175,175,278,175
145,145,279,145
3,3,280,3
158,158,281,158
85,85,282,85
140,114,283,140
173,41,284,173
189,175,285,189
42,42,286,42
57,60,287,57
137,137,288,137
74,110,289,74
138,138,290,138
3,3,291,3
167,167,292,167
190,112,293,190
85,85,294,85
50,50,295,50
167,26,296,167
85,85,297,85
124,124,298,124
124,124,299,124
77,26,300,77
26,26,301,26
133,133,302,133
38,186,303,38
135,135,304,135
57,26,305,57
103,103,306,103
80,33,307,80
76,90,308,76
168,29,309,168
88,88,310,88
100,100,311,100
60,67,312,60
176,22,313,176
92,26,314,92
33,33,315,33
174,174,316,174
85,85,317,85
46,26,318,46
116,116,319,116
159,49,320,159
47,47,321,47
145,145,322,145
154,50,323,154
193,106,324,193
60,57,325,60
26,26,326,26
147,147,327,147
78,78,328,78
99,99,329,99
80,54,330,80
194,106,331,194
62,196,332,62
128,128,333,128
127,127,334,127
123,123,335,123
57,26,336,57
155,110,337,155
191,94,338,191
81,81,339,81
101,101,340,101
39,106,341,39
71,17,342,71
25,50,343,25
49,49,344,49
90,14,345,90
81,65,346,81
118,123,347,118
57,57,348,57
88,88,349,88
33,33,350,33
3,3,351,3
134,123,352,134
192,192,353,192
37,37,354,37
127,127,355,127
33,33,356,33
5,5,357,5
33,123,358,33
195,65,359,195
5,5,360,5
51,80,361,51
49,49,362,49
63,63,363,63
122,122,364,122
23,23,365,23
57,49,366,57
170,48,367,170
170,100,368,170
148,148,369,148
57,57,370,57
103,103,371,103
184,106,372,184
85,85,373,85
145,145,374,145
82,16,375,82
119,119,376,119
95,37,377,95
34,34,378,34
45,50,379,45
60,57,380,60
185,0,381,185
63,63,382,63
186,186,383,186
181,0,384,181
9,9,385,9
152,152,386,152
62,62,387,62
123,123,388,123
149,62,389,149
139,139,390,139
100,100,391,100
167,167,392,167
131,49,393,131
108,109,394,108
143,143,395,143
31,51,396,31
55,103,397,55
120,120,398,120
85,85,399,85
57,57,400,57
196,196,401,196
91,91,402,91
72,72,403,72
162,162,404,162
2,77,405,2
49,49,406,49
86,60,407,86
109,80,408,109
49,49,409,49
197,197,410,197
3,3,411,3
15,80,412,15
44,44,413,44
180,180,414,180
148,14,415,148
111,111,416,111
112,112,417,112
172,172,418,172
34,34,419,34
160,44,420,160
196,196,421,196
57,57,422,57
99,99,423,99
161,110,424,161
124,124,425,124
110,3,426,110
110,110,427,110
109,80,428,109
153,145,429,153
14,14,430,14
83,83,431,83
167,42,432,167
60,57,433,60
143,123,434,143
55,55,435,55
67,67,436,67
172,172,437,172
172,172,438,172
165,165,439,165
14,14,440,14
50,50,441,50
106,106,442,106
79,130,443,79
158,158,444,158
157,157,445,157
14,148,446,14
183,103,447,183
49,49,448,49
119,0,449,119
192,192,450,192
4,4,451,4
163,157,452,163
106,106,453,106
124,163,454,124
57,157,455,57
57,119,456,57
34,34,457,34
111,111,458,111
150,85,459,150
91,91,460,91
125,125,461,125
160,1,462,160
51,51,463,51
129,26,464,129
183,57,465,183
49,49,466,49
140,104,467,140
23,23,468,23
115,138,469,115
85,85,470,85
43,42,471,43
80,80,472,80
98,50,473,98
13,13,474,13
