Actual,Predicted,Id,Labels
4,4,0,4
5,9,1,5
8,27,2,8
24,21,3,24
28,54,4,28
5,5,5,5
6,6,6,6
31,139,7,31
9,9,8,9
1,170,9,1
29,114,10,29
55,55,11,55
54,50,12,54
60,51,13,60
45,37,14,45
11,11,15,11
9,9,16,9
35,35,17,35
0,3,18,0
70,37,19,70
37,37,20,37
74,63,21,74
63,63,22,63
77,77,23,77
63,63,24,63
85,85,25,85
46,46,26,46
85,85,27,85
80,19,28,80
21,119,29,21
0,80,30,0
3,8,31,3
36,36,32,36
68,68,33,68
3,3,34,3
100,100,35,100
102,9,36,102
89,54,37,89
44,44,38,44
109,127,39,109
63,63,40,63
103,103,41,103
10,112,42,10
18,161,43,18
35,64,44,35
3,114,45,3
90,0,46,90
24,24,47,24
120,120,48,120
34,34,49,34
63,63,50,63
123,123,51,123
124,124,52,124
88,88,53,88
119,119,54,119
3,3,55,3
71,122,56,71
17,17,57,17
20,20,58,20
19,24,59,19
129,139,60,129
17,17,61,17
40,40,62,40
3,3,63,3
3,3,64,3
91,91,65,91
131,131,66,131
132,60,67,132
88,88,68,88
25,148,69,25
63,106,70,63
63,63,71,63
63,63,72,63
37,37,73,37
77,77,74,77
123,123,75,123
122,122,76,122
138,138,77,138
5,5,78,5
91,91,79,91
78,80,80,78
78,35,81,78
111,111,82,111
51,103,83,51
120,120,84,120
67,31,85,67
103,17,86,103
23,23,87,23
143,143,88,143
144,110,89,144
63,63,90,63
63,63,91,63
127,127,92,127
36,36,93,36
148,14,94,148
30,30,95,30
124,124,96,124
124,49,97,124
120,120,98,120
33,3,99,33
113,0,100,113
24,24,101,24
49,57,102,49
0,0,103,0
114,114,104,114
99,99,105,99
132,132,106,132
152,152,107,152
106,106,108,106
71,11,109,71
27,27,110,27
96,106,111,96
136,136,112,136
155,62,113,155
42,167,114,42
33,33,115,33
34,34,116,34
138,88,117,138
71,127,118,71
28,50,119,28
78,78,120,78
159,40,121,159
160,9,122,160
88,0,123,88
65,65,124,65
161,110,125,161
22,138,126,22
34,34,127,34
44,44,128,44
57,80,129,57
143,143,130,143
106,106,131,106
139,67,132,139
140,30,133,140
43,167,134,43
36,36,135,36
51,51,136,51
149,33,137,149
63,63,138,63
106,106,139,106
94,80,140,94
138,138,141,138
26,26,142,26
58,58,143,58
61,165,144,61
33,154,145,33
78,78,146,78
103,103,147,103
112,112,148,112
62,33,149,62
114,114,150,114
141,42,151,141
157,157,152,157
63,63,153,63
63,63,154,63
63,63,155,63
170,170,156,170
61,27,157,61
159,91,158,159
163,123,159,163
57,167,160,57
19,52,161,19
106,106,162,106
145,145,163,145
2,33,164,2
63,63,165,63
169,169,166,169
27,171,167,27
15,145,168,15
94,94,169,94
170,170,170,170
57,57,171,57
171,171,172,171
60,92,173,60
48,50,174,48
176,22,175,176
66,54,176,66
57,60,177,57
49,49,178,49
97,103,179,97
137,124,180,137
62,0,181,62
106,106,182,106
167,167,183,167
60,139,184,60
16,16,185,16
96,96,186,96
3,171,187,3
26,42,188,26
21,0,189,21
85,85,190,85
57,23,191,57
26,77,192,26
7,148,193,7
119,119,194,119
50,50,195,50
40,40,196,40
127,127,197,127
113,113,198,113
93,88,199,93
120,120,200,120
34,112,201,34
171,9,202,171
38,129,203,38
87,80,204,87
171,171,205,171
142,135,206,142
54,37,207,54
82,82,208,82
60,17,209,60
64,64,210,64
121,171,211,121
79,121,212,79
