Actual,Predicted,Id,Labels
3,3,0,3
3,3,1,3
0,0,2,0
1,1,3,1
19,19,4,19
0,0,5,0
21,126,6,21
17,14,7,17
8,8,8,8
52,85,9,52
9,9,10,9
15,27,11,15
26,26,12,26
27,27,13,27
59,14,14,59
20,174,15,20
63,63,16,63
37,37,17,37
71,107,18,71
72,72,19,72
52,52,20,52
5,9,21,5
44,44,22,44
22,22,23,22
63,63,24,63
86,46,25,86
34,34,26,34
0,0,27,0
26,26,28,26
92,92,29,92
18,138,30,18
4,4,31,4
63,63,32,63
9,9,33,9
22,22,34,22
71,77,35,71
5,5,36,5
107,107,37,107
113,113,38,113
114,114,39,114
55,129,40,55
117,43,41,117
3,3,42,3
8,8,43,8
118,118,44,118
120,120,45,120
121,75,46,121
34,34,47,34
34,34,48,34
102,0,49,102
54,54,50,54
63,63,51,63
63,63,52,63
84,84,53,84
127,127,54,127
45,3,55,45
40,40,56,40
46,46,57,46
130,130,58,130
132,132,59,132
42,127,60,42
88,88,61,88
32,19,62,32
10,43,63,10
124,124,64,124
77,77,65,77
33,33,66,33
75,75,67,75
58,61,68,58
77,77,69,77
115,115,70,115
36,36,71,36
61,165,72,61
6,6,73,6
49,157,74,49
25,14,75,25
62,120,76,62
99,99,77,99
120,120,78,120
119,24,79,119
122,122,80,122
120,120,81,120
39,39,82,39
123,34,83,123
63,63,84,63
19,19,85,19
16,3,86,16
124,88,87,124
63,63,88,63
63,63,89,63
63,63,90,63
24,24,91,24
53,122,92,53
98,98,93,98
30,140,94,30
110,8,95,110
0,35,96,0
53,141,97,53
61,61,98,61
134,27,99,134
96,59,100,96
26,139,101,26
68,68,102,68
35,42,103,35
63,63,104,63
124,124,105,124
106,106,106,106
3,3,107,3
85,85,108,85
84,84,109,84
157,157,110,157
81,81,111,81
73,57,112,73
148,148,113,148
3,3,114,3
3,3,115,3
23,23,116,23
63,63,117,63
85,103,118,85
88,88,119,88
166,80,120,166
120,120,121,120
158,158,122,158
63,63,123,63
64,64,124,64
135,135,125,135
143,143,126,143
85,27,127,85
85,85,128,85
140,174,129,140
146,146,130,146
106,106,131,106
119,119,132,119
5,5,133,5
169,169,134,169
114,114,135,114
35,35,136,35
71,54,137,71
5,5,138,5
168,168,139,168
87,69,140,87
83,151,141,83
63,63,142,63
37,57,143,37
129,129,144,129
170,170,145,170
88,88,146,88
49,49,147,49
88,80,148,88
88,88,149,88
163,163,150,163
138,138,151,138
172,172,152,172
63,63,153,63
63,63,154,63
127,46,155,127
24,24,156,24
106,106,157,106
170,170,158,170
170,170,159,170
100,100,160,100
100,100,161,100
135,49,162,135
90,90,163,90
130,130,164,130
60,95,165,60
171,171,166,171
76,42,167,76
37,37,168,37
62,62,169,62
85,136,170,85
93,80,171,93
7,2,172,7
50,48,173,50
40,40,174,40
106,106,175,106
62,62,176,62
78,78,177,78
103,103,178,103
78,122,179,78
99,99,180,99
112,112,181,112
178,119,182,178
171,171,183,171
123,123,184,123
23,23,185,23
179,32,186,179
91,91,187,91
26,167,188,26
51,51,189,51
167,167,190,167
60,57,191,60
74,74,192,74
144,144,193,144
144,144,194,144
49,49,195,49
63,63,196,63
171,171,197,171
126,174,198,126
63,63,199,63
150,57,200,150
151,151,201,151
182,133,202,182
182,33,203,182
92,92,204,92
91,91,205,91
169,169,206,169
54,54,207,54
88,16,208,88
69,69,209,69
178,33,210,178
63,63,211,63
106,106,212,106
49,49,213,49
163,178,214,163
178,178,215,178
49,49,216,49
63,63,217,63
31,31,218,31
88,88,219,88
33,32,220,33
3,3,221,3
184,184,222,184
121,121,223,121
12,195,224,12
165,165,225,165
80,119,226,80
57,6,227,57
60,60,228,60
147,147,229,147
57,57,230,57
133,133,231,133
145,145,232,145
140,164,233,140
160,29,234,160
36,36,235,36
159,2,236,159
139,139,237,139
109,109,238,109
47,47,239,47
32,67,240,32
57,42,241,57
16,63,242,16
117,51,243,117
175,33,244,175
62,36,245,62
156,171,246,156
106,106,247,106
153,153,248,153
93,71,249,93
34,34,250,34
125,155,251,125
89,89,252,89
106,106,253,106
26,26,254,26
155,60,255,155
155,155,256,155
49,49,257,49
50,48,258,50
161,161,259,161
85,85,260,85
175,175,261,175
85,85,262,85
135,71,263,135
175,175,264,175
101,101,265,101
85,85,266,85
106,106,267,106
18,123,268,18
3,3,269,3
36,36,270,36
2,2,271,2
44,44,272,44
133,124,273,133
191,191,274,191
108,32,275,108
133,133,276,133
63,63,277,63
133,133,278,133
78,78,279,78
56,56,280,56
57,167,281,57
57,63,282,57
67,67,283,67
5,61,284,5
28,28,285,28
188,167,286,188
51,57,287,51
154,154,288,154
127,127,289,127
100,100,290,100
55,109,291,55
60,60,292,60
3,3,293,3
9,9,294,9
123,27,295,123
48,50,296,48
41,41,297,41
103,103,298,103
164,164,299,164
187,187,300,187
38,38,301,38
79,3,302,79
165,165,303,165
139,139,304,139
60,57,305,60
57,55,306,57
192,192,307,192
80,62,308,80
126,110,309,126
9,9,310,9
35,41,311,35
66,57,312,66
174,174,313,174
95,54,314,95
57,127,315,57
48,50,316,48
29,29,317,29
57,57,318,57
49,49,319,49
51,91,320,51
14,14,321,14
2,57,322,2
90,90,323,90
49,49,324,49
23,23,325,23
138,151,326,138
138,138,327,138
116,116,328,116
47,47,329,47
127,127,330,127
190,19,331,190
154,154,332,154
28,28,333,28
34,34,334,34
34,34,335,34
34,34,336,34
46,46,337,46
71,119,338,71
50,50,339,50
129,109,340,129
143,143,341,143
67,67,342,67
51,91,343,51
70,80,344,70
148,148,345,148
192,192,346,192
128,112,347,128
33,33,348,33
180,180,349,180
80,17,350,80
158,158,351,158
140,20,352,140
137,137,353,137
166,95,354,166
119,80,355,119
57,80,356,57
162,162,357,162
154,50,358,154
172,172,359,172
142,69,360,142
49,14,361,49
114,9,362,114
85,85,363,85
186,186,364,186
196,196,365,196
49,49,366,49
14,14,367,14
177,177,368,177
88,88,369,88
51,51,370,51
145,103,371,145
152,152,372,152
109,26,373,109
11,11,374,11
105,0,375,105
145,162,376,145
33,39,377,33
57,57,378,57
3,3,379,3
14,14,380,14
99,99,381,99
196,196,382,196
13,91,383,13
195,195,384,195
82,3,385,82
106,106,386,106
65,65,387,65
41,41,388,41
80,159,389,80
44,44,390,44
106,106,391,106
181,62,392,181
50,50,393,50
98,48,394,98
87,49,395,87
78,131,396,78
57,57,397,57
7,45,398,7
109,109,399,109
193,193,400,193
57,60,401,57
58,58,402,58
197,123,403,197
65,65,404,65
110,110,405,110
110,110,406,110
57,103,407,57
81,130,408,81
149,149,409,149
194,63,410,194
112,148,411,112
141,141,412,141
94,94,413,94
49,49,414,49
80,57,415,80
60,14,416,60
152,152,417,152
186,186,418,186
100,100,419,100
176,176,420,176
9,9,421,9
189,189,422,189
103,103,423,103
49,49,424,49
33,168,425,33
33,33,426,33
4,4,427,4
39,39,428,39
124,124,429,124
111,111,430,111
49,49,431,49
14,76,432,14
14,14,433,14
57,57,434,57
103,103,435,103
49,49,436,49
66,54,437,66
104,104,438,104
136,136,439,136
27,114,440,27
31,35,441,31
123,123,442,123
116,116,443,116
85,85,444,85
148,148,445,148
42,42,446,42
111,111,447,111
41,41,448,41
131,112,449,131
48,48,450,48
83,130,451,83
95,37,452,95
143,143,453,143
183,103,454,183
14,14,455,14
167,26,456,167
172,172,457,172
160,160,458,160
173,103,459,173
145,145,460,145
95,119,461,95
104,104,462,104
43,167,463,43
73,80,464,73
173,173,465,173
106,106,466,106
77,188,467,77
97,97,468,97
37,37,469,37
185,65,470,185
157,157,471,157
167,167,472,167
49,49,473,49
55,55,474,55
