Actual,Predicted,Id,Labels
3,3,0,3
3,138,1,3
0,0,2,0
1,170,3,1
19,24,4,19
0,3,5,0
21,22,6,21
17,14,7,17
8,82,8,8
52,16,9,52
9,9,10,9
15,123,11,15
26,69,12,26
27,27,13,27
59,14,14,59
20,175,15,20
63,63,16,63
37,37,17,37
71,37,18,71
72,72,19,72
52,24,20,52
5,9,21,5
44,83,22,44
22,126,23,22
63,33,24,63
86,46,25,86
34,34,26,34
0,14,27,0
26,26,28,26
92,49,29,92
18,115,30,18
4,4,31,4
63,63,32,63
9,9,33,9
22,88,34,22
71,77,35,71
5,5,36,5
107,54,37,107
113,113,38,113
114,114,39,114
55,55,40,55
117,127,41,117
3,3,42,3
8,8,43,8
118,118,44,118
120,120,45,120
121,8,46,121
34,34,47,34
34,34,48,34
102,148,49,102
54,3,50,54
63,63,51,63
63,63,52,63
84,11,53,84
127,127,54,127
45,37,55,45
40,40,56,40
46,127,57,46
130,130,58,130
132,57,59,132
42,49,60,42
88,88,61,88
32,19,62,32
10,77,63,10
124,124,64,124
77,77,65,77
33,33,66,33
75,75,67,75
58,58,68,58
77,77,69,77
115,138,70,115
36,36,71,36
61,165,72,61
6,37,73,6
49,49,74,49
25,14,75,25
62,120,76,62
99,99,77,99
120,120,78,120
119,24,79,119
122,54,80,122
120,120,81,120
39,39,82,39
123,124,83,123
63,63,84,63
19,19,85,19
16,3,86,16
124,63,87,124
63,63,88,63
63,63,89,63
63,63,90,63
24,62,91,24
53,94,92,53
98,50,93,98
30,65,94,30
110,82,95,110
0,62,96,0
53,112,97,53
61,130,98,61
134,123,99,134
96,113,100,96
26,26,101,26
68,68,102,68
35,119,103,35
63,63,104,63
124,119,105,124
106,106,106,106
3,3,107,3
85,85,108,85
84,103,109,84
157,157,110,157
81,20,111,81
73,41,112,73
148,14,113,148
3,3,114,3
3,37,115,3
23,23,116,23
63,63,117,63
85,54,118,85
88,88,119,88
166,54,120,166
120,120,121,120
158,158,122,158
63,63,123,63
64,64,124,64
135,90,125,135
143,143,126,143
85,3,127,85
85,85,128,85
140,174,129,140
146,124,130,146
106,106,131,106
119,119,132,119
5,5,133,5
169,169,134,169
114,114,135,114
35,35,136,35
71,54,137,71
5,5,138,5
168,168,139,168
87,69,140,87
83,44,141,83
63,63,142,63
37,95,143,37
129,103,144,129
170,170,145,170
88,88,146,88
49,49,147,49
88,3,148,88
88,3,149,88
163,80,150,163
138,138,151,138
172,172,152,172
63,63,153,63
63,63,154,63
127,57,155,127
24,24,156,24
106,106,157,106
170,3,158,170
170,170,159,170
100,100,160,100
100,100,161,100
135,35,162,135
90,90,163,90
130,130,164,130
60,80,165,60
171,9,166,171
76,80,167,76
37,37,168,37
62,62,169,62
85,85,170,85
93,80,171,93
7,77,172,7
50,146,173,50
40,40,174,40
106,106,175,106
62,62,176,62
78,78,177,78
103,91,178,103
78,35,179,78
99,99,180,99
112,112,181,112
178,178,182,178
171,171,183,171
123,123,184,123
23,41,185,23
179,62,186,179
91,91,187,91
26,26,188,26
51,23,189,51
167,77,190,167
60,41,191,60
74,166,192,74
144,144,193,144
144,144,194,144
49,49,195,49
63,63,196,63
171,34,197,171
126,123,198,126
63,63,199,63
150,67,200,150
151,151,201,151
182,63,202,182
182,133,203,182
92,167,204,92
91,60,205,91
169,169,206,169
54,54,207,54
88,144,208,88
69,69,209,69
178,123,210,178
63,63,211,63
106,106,212,106
49,49,213,49
163,123,214,163
178,33,215,178
49,49,216,49
63,63,217,63
31,186,218,31
88,88,219,88
33,0,220,33
3,3,221,3
184,178,222,184
121,121,223,121
12,4,224,12
165,165,225,165
80,24,226,80
57,54,227,57
60,57,228,60
147,147,229,147
57,60,230,57
133,133,231,133
145,145,232,145
140,109,233,140
160,29,234,160
36,36,235,36
159,26,236,159
139,103,237,139
109,109,238,109
47,47,239,47
32,60,240,32
57,26,241,57
16,175,242,16
117,50,243,117
175,33,244,175
62,23,245,62
156,175,246,156
106,106,247,106
153,153,248,153
93,11,249,93
34,34,250,34
125,37,251,125
89,37,252,89
106,106,253,106
26,26,254,26
155,11,255,155
155,115,256,155
49,49,257,49
50,37,258,50
161,138,259,161
85,85,260,85
175,175,261,175
85,85,262,85
135,13,263,135
175,175,264,175
101,54,265,101
85,85,266,85
106,63,267,106
18,123,268,18
3,3,269,3
36,36,270,36
2,26,271,2
44,44,272,44
133,124,273,133
191,91,274,191
108,49,275,108
133,133,276,133
63,124,277,63
133,133,278,133
78,19,279,78
56,56,280,56
57,26,281,57
57,63,282,57
67,55,283,67
5,5,284,5
28,166,285,28
188,80,286,188
51,148,287,51
154,54,288,154
127,77,289,127
100,100,290,100
55,55,291,55
60,94,292,60
3,3,293,3
9,9,294,9
123,116,295,123
48,50,296,48
41,41,297,41
103,103,298,103
164,26,299,164
187,39,300,187
38,145,301,38
79,3,302,79
165,165,303,165
139,51,304,139
60,148,305,60
57,91,306,57
192,192,307,192
80,80,308,80
126,110,309,126
9,9,310,9
35,94,311,35
66,154,312,66
174,3,313,174
95,37,314,95
57,71,315,57
48,50,316,48
29,9,317,29
57,94,318,57
49,49,319,49
51,51,320,51
14,14,321,14
2,57,322,2
90,90,323,90
49,49,324,49
23,23,325,23
138,8,326,138
138,138,327,138
116,116,328,116
47,47,329,47
127,50,330,127
190,119,331,190
154,154,332,154
28,142,333,28
34,34,334,34
34,34,335,34
34,34,336,34
46,77,337,46
71,111,338,71
50,50,339,50
129,103,340,129
143,143,341,143
67,91,342,67
51,51,343,51
70,112,344,70
148,148,345,148
192,192,346,192
128,62,347,128
33,197,348,33
180,166,349,180
80,166,350,80
158,158,351,158
140,33,352,140
137,103,353,137
166,166,354,166
119,119,355,119
57,57,356,57
162,51,357,162
154,50,358,154
172,172,359,172
142,180,360,142
49,148,361,49
114,27,362,114
85,85,363,85
186,186,364,186
196,14,365,196
49,49,366,49
14,14,367,14
177,177,368,177
88,88,369,88
51,41,370,51
145,51,371,145
152,152,372,152
109,167,373,109
11,11,374,11
105,3,375,105
145,51,376,145
33,106,377,33
57,57,378,57
3,3,379,3
14,14,380,14
99,99,381,99
196,196,382,196
13,51,383,13
195,195,384,195
82,82,385,82
106,106,386,106
65,65,387,65
41,41,388,41
80,26,389,80
44,44,390,44
106,106,391,106
181,0,392,181
50,166,393,50
98,166,394,98
87,50,395,87
78,62,396,78
57,124,397,57
7,14,398,7
109,57,399,109
193,193,400,193
57,94,401,57
58,130,402,58
197,123,403,197
65,65,404,65
110,110,405,110
110,110,406,110
57,17,407,57
81,130,408,81
149,149,409,149
194,106,410,194
112,14,411,112
141,26,412,141
94,80,413,94
49,49,414,49
80,34,415,80
60,14,416,60
152,152,417,152
186,186,418,186
100,100,419,100
176,176,420,176
9,9,421,9
189,143,422,189
103,103,423,103
49,49,424,49
33,33,425,33
33,33,426,33
4,4,427,4
39,106,428,39
124,124,429,124
111,111,430,111
49,49,431,49
14,0,432,14
14,14,433,14
57,62,434,57
103,91,435,103
49,49,436,49
66,54,437,66
104,104,438,104
136,136,439,136
27,114,440,27
31,90,441,31
123,123,442,123
116,116,443,116
85,85,444,85
148,148,445,148
42,50,446,42
111,111,447,111
41,41,448,41
131,62,449,131
48,54,450,48
83,83,451,83
95,3,452,95
143,143,453,143
183,55,454,183
14,14,455,14
167,142,456,167
172,172,457,172
160,20,458,160
173,139,459,173
145,145,460,145
95,40,461,95
104,104,462,104
43,77,463,43
73,54,464,73
173,55,465,173
106,106,466,106
77,57,467,77
97,55,468,97
37,37,469,37
185,100,470,185
157,157,471,157
167,167,472,167
49,49,473,49
55,55,474,55
