Actual,Predicted,Id,Labels
1,1,0,1
3,3,1,3
10,0,2,10
1,1,3,1
15,27,4,15
20,16,5,20
23,23,6,23
22,138,7,22
33,33,8,33
35,122,9,35
20,20,10,20
19,51,11,19
23,23,12,23
37,37,13,37
17,6,14,17
51,51,15,51
53,53,16,53
63,63,17,63
0,0,18,0
82,126,19,82
77,77,20,77
87,87,21,87
90,135,22,90
91,91,23,91
7,43,24,7
7,14,25,7
47,47,26,47
80,51,27,80
2,77,28,2
92,26,29,92
94,94,30,94
63,63,31,63
63,63,32,63
102,102,33,102
49,49,34,49
99,99,35,99
103,103,36,103
85,3,37,85
108,108,38,108
32,71,39,32
114,123,40,114
114,171,41,114
89,54,42,89
2,57,43,2
44,44,44,44
61,61,45,61
122,122,46,122
59,78,47,59
88,88,48,88
102,102,49,102
70,0,50,70
127,127,51,127
22,22,52,22
42,167,53,42
3,3,54,3
14,14,55,14
40,40,56,40
26,26,57,26
77,77,58,77
88,71,59,88
88,8,60,88
112,112,61,112
106,133,62,106
124,124,63,124
24,119,64,24
118,118,65,118
58,58,66,58
51,51,67,51
135,0,68,135
136,136,69,136
113,180,70,113
34,34,71,34
19,19,72,19
119,135,73,119
18,3,74,18
60,146,75,60
64,64,76,64
63,63,77,63
120,120,78,120
32,57,79,32
23,23,80,23
68,68,81,68
46,77,82,46
142,142,83,142
79,99,84,79
3,3,85,3
35,35,86,35
0,0,87,0
76,132,88,76
123,134,89,123
101,101,90,101
65,65,91,65
63,63,92,63
146,122,93,146
30,30,94,30
112,112,95,112
124,124,96,124
63,133,97,63
63,49,98,63
63,63,99,63
63,63,100,63
86,50,101,86
132,132,102,132
67,67,103,67
8,58,104,8
88,88,105,88
96,106,106,96
127,127,107,127
11,11,108,11
60,67,109,60
63,63,110,63
3,3,111,3
106,106,112,106
88,88,113,88
27,27,114,27
75,75,115,75
54,54,116,54
36,36,117,36
41,41,118,41
148,148,119,148
49,124,120,49
126,126,121,126
120,120,122,120
56,56,123,56
5,5,124,5
26,26,125,26
87,85,126,87
152,143,127,152
26,26,128,26
131,95,129,131
71,7,130,71
67,103,131,67
163,108,132,163
165,61,133,165
104,104,134,104
142,142,135,142
138,138,136,138
106,106,137,106
122,122,138,122
48,50,139,48
167,10,140,167
168,168,141,168
39,39,142,39
169,169,143,169
25,46,144,25
143,143,145,143
57,129,146,57
130,130,147,130
120,120,148,120
158,95,149,158
123,123,150,123
71,90,151,71
96,147,152,96
169,9,153,169
68,68,154,68
64,64,155,64
139,139,156,139
69,69,157,69
45,107,158,45
49,49,159,49
63,63,160,63
146,146,161,146
63,63,162,63
33,126,163,33
170,170,164,170
127,127,165,127
80,0,166,80
171,171,167,171
149,3,168,149
106,106,169,106
171,110,170,171
63,63,171,63
14,148,172,14
44,44,173,44
150,62,174,150
49,49,175,49
167,77,176,167
127,37,177,127
177,177,178,177
72,72,179,72
62,62,180,62
157,157,181,157
80,80,182,80
29,12,183,29
116,116,184,116
155,95,185,155
11,11,186,11
63,63,187,63
137,137,188,137
85,85,189,85
60,94,190,60
140,161,191,140
158,158,192,158
100,100,193,100
35,35,194,35
26,26,195,26
115,115,196,115
144,144,197,144
83,83,198,83
131,131,199,131
178,34,200,178
171,110,201,171
37,37,202,37
9,9,203,9
179,179,204,179
63,63,205,63
178,119,206,178
120,120,207,120
128,34,208,128
130,130,209,130
150,121,210,150
54,54,211,54
54,37,212,54
119,90,213,119
3,3,214,3
94,54,215,94
16,88,216,16
135,135,217,135
141,164,218,141
63,63,219,63
115,138,220,115
49,49,221,49
27,22,222,27
100,100,223,100
178,178,224,178
106,106,225,106
55,55,226,55
5,5,227,5
63,63,228,63
182,182,229,182
106,106,230,106
170,170,231,170
71,54,232,71
83,58,233,83
175,175,234,175
36,36,235,36
12,85,236,12
137,137,237,137
121,3,238,121
49,49,239,49
105,37,240,105
147,147,241,147
57,57,242,57
125,125,243,125
41,41,244,41
154,0,245,154
63,63,246,63
88,88,247,88
3,3,248,3
175,175,249,175
109,109,250,109
129,31,251,129
106,106,252,106
85,85,253,85
183,31,254,183
167,167,255,167
139,139,256,139
106,106,257,106
108,108,258,108
134,115,259,134
110,187,260,110
17,87,261,17
34,34,262,34
140,44,263,140
40,40,264,40
55,55,265,55
176,138,266,176
155,155,267,155
123,123,268,123
138,138,269,138
175,175,270,175
84,84,271,84
50,50,272,50
34,34,273,34
21,157,274,21
31,139,275,31
51,51,276,51
191,191,277,191
133,133,278,133
133,133,279,133
85,85,280,85
192,192,281,192
3,3,282,3
106,106,283,106
85,168,284,85
78,78,285,78
63,63,286,63
62,62,287,62
106,106,288,106
57,57,289,57
124,95,290,124
41,41,291,41
143,143,292,143
73,73,293,73
172,172,294,172
24,24,295,24
3,3,296,3
3,3,297,3
52,52,298,52
85,85,299,85
174,174,300,174
119,119,301,119
81,130,302,81
103,103,303,103
26,26,304,26
166,166,305,166
50,50,306,50
85,85,307,85
186,186,308,186
57,129,309,57
184,158,310,184
47,47,311,47
195,195,312,195
57,145,313,57
31,139,314,31
34,34,315,34
34,34,316,34
33,33,317,33
75,121,318,75
60,14,319,60
160,123,320,160
173,173,321,173
62,62,322,62
156,175,323,156
30,30,324,30
78,78,325,78
85,85,326,85
38,38,327,38
133,1,328,133
52,52,329,52
138,138,330,138
192,192,331,192
40,40,332,40
33,1,333,33
170,57,334,170
5,5,335,5
5,5,336,5
3,3,337,3
117,167,338,117
46,46,339,46
98,167,340,98
164,164,341,164
80,49,342,80
145,145,343,145
143,143,344,143
190,80,345,190
145,145,346,145
159,27,347,159
60,60,348,60
49,49,349,49
14,0,350,14
49,127,351,49
49,49,352,49
111,111,353,111
62,62,354,62
85,85,355,85
98,26,356,98
78,78,357,78
51,51,358,51
166,166,359,166
57,103,360,57
9,175,361,9
49,49,362,49
116,116,363,116
100,100,364,100
13,13,365,13
49,49,366,49
77,77,367,77
112,35,368,112
57,59,369,57
180,180,370,180
123,123,371,123
85,85,372,85
161,161,373,161
80,2,374,80
110,110,375,110
152,152,376,152
72,72,377,72
95,95,378,95
60,67,379,60
174,174,380,174
120,120,381,120
93,41,382,93
0,14,383,0
50,80,384,50
57,35,385,57
151,161,386,151
4,4,387,4
189,126,388,189
91,91,389,91
6,6,390,6
109,3,391,109
193,193,392,193
154,166,393,154
197,110,394,197
50,166,395,50
57,57,396,57
110,110,397,110
66,71,398,66
81,81,399,81
42,42,400,42
167,167,401,167
5,5,402,5
48,50,403,48
51,51,404,51
124,124,405,124
134,156,406,134
103,103,407,103
65,65,408,65
88,88,409,88
184,34,410,184
145,145,411,145
196,33,412,196
62,62,413,62
49,49,414,49
9,140,415,9
99,99,416,99
55,55,417,55
43,43,418,43
196,78,419,196
162,162,420,162
57,137,421,57
49,49,422,49
181,14,423,181
103,103,424,103
34,34,425,34
34,175,426,34
57,57,427,57
194,194,428,194
85,134,429,85
49,49,430,49
14,14,431,14
187,62,432,187
36,36,433,36
37,37,434,37
47,47,435,47
157,157,436,157
110,0,437,110
88,88,438,88
14,7,439,14
74,87,440,74
163,163,441,163
91,91,442,91
172,172,443,172
14,14,444,14
188,154,445,188
78,78,446,78
