Actual,Predicted,Id,Labels
1,33,0,1
13,13,1,13
1,39,2,1
3,3,3,3
34,34,4,34
39,39,5,39
43,167,6,43
0,3,7,0
45,37,8,45
30,30,9,30
56,47,10,56
46,167,11,46
51,51,12,51
67,60,13,67
31,139,14,31
29,114,15,29
68,68,16,68
63,78,17,63
76,85,18,76
81,56,19,81
8,82,20,8
49,63,21,49
49,49,22,49
24,19,23,24
83,83,24,83
34,34,25,34
71,166,26,71
89,89,27,89
93,93,28,93
37,37,29,37
97,57,30,97
88,88,31,88
17,17,32,17
103,91,33,103
37,37,34,37
71,103,35,71
88,88,36,88
44,44,37,44
21,19,38,21
60,54,39,60
119,33,40,119
58,58,41,58
122,122,42,122
63,63,43,63
123,123,44,123
102,47,45,102
119,119,46,119
84,84,47,84
127,127,48,127
6,6,49,6
40,40,50,40
132,132,51,132
0,0,52,0
0,0,53,0
88,88,54,88
107,89,55,107
113,112,56,113
63,63,57,63
106,106,58,106
100,100,59,100
14,14,60,14
75,3,61,75
26,77,62,26
43,77,63,43
34,34,64,34
0,0,65,0
118,123,66,118
3,3,67,3
51,77,68,51
110,171,69,110
26,26,70,26
22,138,71,22
2,87,72,2
70,70,73,70
77,77,74,77
5,5,75,5
19,19,76,19
101,101,77,101
9,9,78,9
120,120,79,120
82,138,80,82
145,145,81,145
63,63,82,63
63,63,83,63
133,133,84,133
124,124,85,124
63,63,86,63
63,63,87,63
63,63,88,63
99,133,89,99
10,42,90,10
19,19,91,19
96,72,92,96
63,63,93,63
44,44,94,44
98,127,95,98
49,49,96,49
25,77,97,25
24,0,98,24
26,92,99,26
114,9,100,114
112,112,101,112
54,54,102,54
60,55,103,60
11,11,104,11
33,33,105,33
63,106,106,63
103,103,107,103
73,40,108,73
80,80,109,80
78,78,110,78
148,148,111,148
3,3,112,3
127,127,113,127
26,26,114,26
150,139,115,150
106,106,116,106
5,85,117,5
7,9,118,7
163,37,119,163
80,60,120,80
120,120,121,120
96,88,122,96
57,80,123,57
142,95,124,142
138,138,125,138
143,143,126,143
129,51,127,129
23,23,128,23
27,138,129,27
36,36,130,36
5,5,131,5
138,138,132,138
85,85,133,85
123,110,134,123
168,110,135,168
18,27,136,18
64,64,137,64
106,1,138,106
60,67,139,60
65,40,140,65
168,123,141,168
60,109,142,60
63,63,143,63
170,170,144,170
14,14,145,14
53,53,146,53
171,9,147,171
34,34,148,34
94,94,149,94
124,124,150,124
63,63,151,63
55,55,152,55
170,170,153,170
48,50,154,48
71,37,155,71
21,196,156,21
54,54,157,54
177,177,158,177
105,44,159,105
165,165,160,165
88,88,161,88
47,47,162,47
155,3,163,155
62,62,164,62
146,78,165,146
157,157,166,157
155,110,167,155
78,63,168,78
171,171,169,171
53,53,170,53
143,143,171,143
124,124,172,124
85,85,173,85
94,60,174,94
115,138,175,115
120,120,176,120
87,87,177,87
106,63,178,106
33,123,179,33
14,14,180,14
23,23,181,23
117,51,182,117
39,39,183,39
155,39,184,155
34,34,185,34
27,110,186,27
49,49,187,49
49,49,188,49
137,14,189,137
63,63,190,63
181,14,191,181
14,14,192,14
167,167,193,167
90,94,194,90
57,77,195,57
55,55,196,55
156,44,197,156
182,182,198,182
3,3,199,3
169,169,200,169
78,78,201,78
