Actual,Predicted,Id,Labels
2,77,0,2
3,51,1,3
0,0,2,0
5,5,3,5
19,19,4,19
3,78,5,3
32,62,6,32
21,21,7,21
36,36,8,36
1,1,9,1
44,44,10,44
46,46,11,46
17,54,12,17
52,178,13,52
18,175,14,18
54,37,15,54
36,36,16,36
58,58,17,58
49,49,18,49
62,62,19,62
24,62,20,24
59,62,21,59
69,26,22,69
9,171,23,9
37,37,24,37
63,62,25,63
80,139,26,80
10,131,27,10
63,63,28,63
63,106,29,63
20,123,30,20
84,103,31,84
65,65,32,65
49,196,33,49
26,42,34,26
48,50,35,48
26,26,36,26
95,37,37,95
19,19,38,19
22,123,39,22
88,88,40,88
88,88,41,88
85,85,42,85
53,53,43,53
111,111,44,111
92,77,45,92
73,59,46,73
120,120,47,120
41,41,48,41
34,34,49,34
102,89,50,102
124,124,51,124
44,44,52,44
41,41,53,41
127,127,54,127
6,54,55,6
5,5,56,5
19,62,57,19
41,41,58,41
127,127,59,127
128,57,60,128
130,130,61,130
88,88,62,88
8,130,63,8
71,88,64,71
43,77,65,43
133,106,66,133
63,63,67,63
63,63,68,63
72,72,69,72
63,63,70,63
77,77,71,77
5,5,72,5
30,3,73,30
94,51,74,94
90,90,75,90
37,37,76,37
106,106,77,106
34,33,78,34
0,0,79,0
132,55,80,132
139,139,81,139
29,3,82,29
71,78,83,71
49,49,84,49
26,26,85,26
140,171,86,140
22,176,87,22
63,63,88,63
34,34,89,34
67,54,90,67
28,54,91,28
44,44,92,44
141,77,93,141
63,63,94,63
0,0,95,0
51,41,96,51
106,106,97,106
63,63,98,63
63,63,99,63
124,124,100,124
40,40,101,40
49,49,102,49
88,88,103,88
113,14,104,113
63,63,105,63
117,124,106,117
34,34,107,34
46,46,108,46
3,123,109,3
3,124,110,3
153,41,111,153
138,138,112,138
138,138,113,138
96,143,114,96
25,188,115,25
23,23,116,23
57,37,117,57
57,133,118,57
133,133,119,133
66,142,120,66
80,4,121,80
84,84,122,84
104,104,123,104
106,106,124,106
23,23,125,23
3,3,126,3
14,14,127,14
49,49,128,49
88,138,129,88
148,148,130,148
35,3,131,35
136,58,132,136
162,60,133,162
121,30,134,121
74,131,135,74
99,99,136,99
62,0,137,62
39,39,138,39
120,120,139,120
63,106,140,63
149,119,141,149
149,0,142,149
169,169,143,169
120,120,144,120
68,68,145,68
67,60,146,67
127,127,147,127
100,100,148,100
120,120,149,120
114,114,150,114
81,176,151,81
122,95,152,122
114,0,153,114
166,54,154,166
169,169,155,169
63,63,156,63
63,106,157,63
63,106,158,63
63,106,159,63
62,62,160,62
63,63,161,63
131,131,162,131
163,133,163,163
163,33,164,163
5,5,165,5
45,37,166,45
172,172,167,172
34,34,168,34
13,41,169,13
150,78,170,150
85,85,171,85
57,3,172,57
173,51,173,173
57,46,174,57
51,51,175,51
130,130,176,130
103,103,177,103
79,140,178,79
9,9,179,9
155,60,180,155
62,62,181,62
157,157,182,157
155,14,183,155
60,46,184,60
171,171,185,171
9,9,186,9
85,85,187,85
87,159,188,87
171,171,189,171
99,99,190,99
75,30,191,75
60,60,192,60
57,178,193,57
53,36,194,53
34,114,195,34
106,106,196,106
136,136,197,136
110,27,198,110
49,49,199,49
83,134,200,83
156,82,201,156
106,106,202,106
98,42,203,98
119,35,204,119
109,51,205,109
152,152,206,152
104,123,207,104
108,166,208,108
34,34,209,34
87,77,210,87
63,63,211,63
144,144,212,144
14,14,213,14
101,119,214,101
106,106,215,106
54,54,216,54
63,63,217,63
127,127,218,127
179,143,219,179
85,85,220,85
3,3,221,3
80,35,222,80
61,83,223,61
110,174,224,110
88,16,225,88
42,42,226,42
32,52,227,32
88,88,228,88
135,24,229,135
0,110,230,0
145,145,231,145
50,50,232,50
178,62,233,178
178,178,234,178
148,14,235,148
182,1,236,182
63,133,237,63
178,178,238,178
40,40,239,40
16,3,240,16
49,159,241,49
170,170,242,170
105,62,243,105
133,133,244,133
26,26,245,26
31,148,246,31
3,3,247,3
175,175,248,175
27,138,249,27
170,170,250,170
2,71,251,2
167,167,252,167
90,24,253,90
142,50,254,142
140,82,255,140
57,57,256,57
175,175,257,175
4,4,258,4
130,130,259,130
9,9,260,9
85,85,261,85
64,64,262,64
57,51,263,57
36,36,264,36
147,147,265,147
57,54,266,57
112,112,267,112
107,3,268,107
129,186,269,129
60,60,270,60
109,167,271,109
106,106,272,106
31,31,273,31
5,5,274,5
15,35,275,15
78,78,276,78
85,3,277,85
143,143,278,143
29,3,279,29
171,175,280,171
119,57,281,119
175,175,282,175
51,77,283,51
158,158,284,158
58,58,285,58
57,57,286,57
55,55,287,55
190,178,288,190
35,78,289,35
77,77,290,77
94,94,291,94
3,124,292,3
60,77,293,60
154,57,294,154
85,85,295,85
26,127,296,26
3,3,297,3
133,133,298,133
146,166,299,146
192,192,300,192
168,9,301,168
184,63,302,184
85,12,303,85
67,67,304,67
101,35,305,101
82,82,306,82
35,78,307,35
138,138,308,138
95,37,309,95
37,3,310,37
126,138,311,126
47,47,312,47
60,148,313,60
118,114,314,118
123,123,315,123
57,57,316,57
111,111,317,111
49,14,318,49
62,62,319,62
109,109,320,109
80,35,321,80
158,63,322,158
49,179,323,49
47,47,324,47
92,92,325,92
81,81,326,81
125,127,327,125
38,38,328,38
57,35,329,57
112,62,330,112
50,50,331,50
154,154,332,154
160,9,333,160
57,57,334,57
49,49,335,49
123,123,336,123
12,82,337,12
119,157,338,119
170,170,339,170
192,192,340,192
55,51,341,55
48,80,342,48
33,33,343,33
57,57,344,57
195,65,345,195
145,145,346,145
145,145,347,145
118,22,348,118
176,110,349,176
143,158,350,143
33,33,351,33
23,23,352,23
49,49,353,49
49,144,354,49
51,94,355,51
93,60,356,93
126,110,357,126
165,130,358,165
107,37,359,107
103,103,360,103
51,51,361,51
11,51,362,11
16,82,363,16
116,116,364,116
5,5,365,5
154,127,366,154
123,123,367,123
49,49,368,49
33,110,369,33
91,91,370,91
164,57,371,164
71,112,372,71
85,85,373,85
89,89,374,89
48,50,375,48
180,142,376,180
110,110,377,110
77,77,378,77
71,142,379,71
191,60,380,191
14,14,381,14
99,99,382,99
106,106,383,106
14,14,384,14
183,139,385,183
151,130,386,151
33,33,387,33
172,172,388,172
65,65,389,65
139,139,390,139
103,103,391,103
174,3,392,174
159,71,393,159
183,139,394,183
100,100,395,100
60,60,396,60
49,159,397,49
114,27,398,114
152,152,399,152
85,151,400,85
7,0,401,7
80,35,402,80
193,178,403,193
172,172,404,172
95,54,405,95
123,114,406,123
167,46,407,167
124,133,408,124
88,88,409,88
56,100,410,56
177,57,411,177
9,155,412,9
52,193,413,52
143,175,414,143
7,196,415,7
78,78,416,78
116,116,417,116
188,167,418,188
135,135,419,135
167,167,420,167
83,83,421,83
196,144,422,196
39,155,423,39
181,14,424,181
98,42,425,98
106,106,426,106
50,50,427,50
50,50,428,50
134,175,429,134
42,167,430,42
24,62,431,24
196,158,432,196
115,138,433,115
3,3,434,3
27,27,435,27
8,3,436,8
140,75,437,140
14,49,438,14
49,14,439,49
157,157,440,157
145,145,441,145
74,178,442,74
14,14,443,14
86,46,444,86
174,3,445,174
57,62,446,57
161,123,447,161
124,124,448,124
187,124,449,187
187,124,450,187
70,124,451,70
186,139,452,186
160,110,453,160
33,33,454,33
37,37,455,37
122,122,456,122
97,145,457,97
103,103,458,103
145,145,459,145
165,130,460,165
33,33,461,33
100,100,462,100
78,0,463,78
91,103,464,91
185,0,465,185
189,33,466,189
76,37,467,76
55,55,468,55
106,106,469,106
137,41,470,137
197,29,471,197
78,78,472,78
194,106,473,194
166,166,474,166
